,beginning,called,created,darkness,day,deep,divide,divided,earth,evening,face,firmament,form,god,good,heaven,let,light,midst,morning,moved,night,said,saw,spirit,void,waters
0,0.4472135955,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.408248290464,0.0,0.408248290464,0.0,0.0,0.408248290464,0.0,0.408248290464,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.4472135955,0.0,0.4472135955
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.0,0.377964473009,0.755928946018,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.288675134595,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0
5,0.0,0.666666666667,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.235702260396,0.0,0.0,0.471404520791,0.0,0.235702260396,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.707106781187
