,term,score
0,paige,0.33280731422658216
1,pitched,0.31545234846429776
2,leagues,0.271806396357418
3,pitcher,0.18927140907857865
4,veeck,0.166491127454025
5,baseball,0.15451292338921443
6,satchel,0.12486834559051875
7,cleveland,0.12092182820474263
8,kansas,0.11852789864079495
9,games,0.11629368694535852
10,innings,0.11093577140886071
11,barnstorming,0.11093577140886071
12,leroy,0.11093577140886071
13,rookie,0.11093577140886071
14,game,0.10235199757927899
15,mobile,0.09251791016402466
16,bullpen,0.0832455637270125
17,fastball,0.0832455637270125
18,satchels,0.0832455637270125
19,seasons,0.07858533598236662
20,team,0.07816069698825008
21,rocking,0.07781220810382203
22,league,0.07578741213697054
23,crowds,0.07410004891918862
24,hitters,0.07395718093924047
25,pitching,0.07395718093924047
26,big,0.07356202782203265
27,avoid,0.07255309692284559
28,couldn,0.07182209070305035
29,past,0.07120563927761905
30,thin,0.07111673918447696
31,tigers,0.07096698956378847
32,him,0.07067444263517195
33,arm,0.06913804886388662
34,once,0.06760929172529431
35,signed,0.0669651398054488
36,ain,0.06645815937757761
37,stamina,0.06466879815146845
38,then,0.062303836621345185
39,you,0.06188471341857228
40,sox,0.06167860677601644
41,mr,0.06060713645205923
42,pitch,0.060401421412759546
43,manager,0.0593791205311062
44,black,0.05933691945611622
45,1965,0.05825169669264523
46,showman,0.05816284592961485
47,jackie,0.05816284592961485
48,city,0.057741181971560876
49,robinson,0.057169776589805585
50,gaining,0.05538041536369643
51,promptly,0.05456802701445715
52,72,0.05380208690508753
53,indians,0.053077569715211916
54,59,0.052390223988244417
55,victories,0.05111303862498752
56,my,0.05019050538808069
57,40,0.04926650936631534
58,1948,0.0483526949311372
59,ever,0.04530444627881632
60,sports,0.044891202426581546
61,carrying,0.044891202426581546
62,against,0.04444445995288767
63,three,0.04353623965842264
64,before,0.04329081175147088
65,player,0.0431018412004724
66,chair,0.04213272236531558
67,negro,0.04213272236531558
68,829,0.04162278186350625
69,restful,0.04162278186350625
70,vices,0.04162278186350625
71,pinpoint,0.04162278186350625
72,liniment,0.04162278186350625
73,lula,0.04162278186350625
74,outpitched,0.04162278186350625
75,boudreau,0.04162278186350625
76,434,0.04162278186350625
77,doctored,0.04162278186350625
78,fastest,0.04162278186350625
79,rumble,0.04162278186350625
80,fastballs,0.04162278186350625
81,gehringer,0.04162278186350625
82,massaged,0.04162278186350625
83,semiprofessional,0.04162278186350625
84,jangling,0.04162278186350625
85,josh,0.04162278186350625
86,hightoned,0.04162278186350625
87,201,0.04162278186350625
88,depot,0.04162278186350625
89,season,0.041523512741863486
90,date,0.04094079903171159
91,faced,0.040658676952733945
92,29,0.040658676952733945
93,times,0.04015240431046455
94,career,0.040032490877435
95,old,0.04003122433834503
96,age,0.039913111581734856
97,released,0.03984628860349466
98,shutouts,0.038906104051911014
99,contraption,0.038906104051911014
100,marveled,0.038906104051911014
101,hustling,0.038906104051911014
102,sparred,0.038906104051911014
103,meats,0.038906104051911014
104,globetrotters,0.038906104051911014
105,bismarck,0.038906104051911014
106,476,0.038906104051911014
107,gimmick,0.038906104051911014
108,rigged,0.038906104051911014
109,pitches,0.038906104051911014
110,tease,0.038906104051911014
111,curveballs,0.038906104051911014
112,teased,0.038906104051911014
113,290,0.038906104051911014
114,earth,0.03812277666854596
115,major,0.037686825288798256
116,running,0.037446987909768546
117,tall,0.037229091990371395
118,boston,0.03701468255565263
119,audition,0.03697859046962024
120,105,0.03697859046962024
121,laughingly,0.03697859046962024
122,goat,0.03697859046962024
123,strikeouts,0.03697859046962024
124,finley,0.03697859046962024
125,admonition,0.03697859046962024
126,hornsby,0.03697859046962024
127,juices,0.03697859046962024
128,fried,0.03697859046962024
129,trouble,0.03579563309176174
130,toss,0.035483494781894234
131,caribbean,0.035483494781894234
132,pacify,0.035483494781894234
133,bags,0.035483494781894234
134,dimaggio,0.035483494781894234
135,browns,0.035483494781894234
136,maxims,0.035483494781894234
137,toughest,0.035483494781894234
138,mound,0.035483494781894234
139,longevity,0.035483494781894234
140,catcher,0.035483494781894234
141,certificate,0.035483494781894234
142,admitting,0.035483494781894234
143,celebrated,0.03522532132954348
144,persons,0.03522532132954348
145,charley,0.034261912658025
146,eaten,0.034261912658025
147,baggage,0.034261912658025
148,emphysema,0.034261912658025
149,gibson,0.034261912658025
150,ropes,0.034261912658025
151,majors,0.034261912658025
152,104,0.034261912658025
153,five,0.03397833470911224
154,drew,0.03364699287093457
155,appearance,0.03364699287093457
156,argue,0.033229079688788805
157,reflecting,0.033229079688788805
158,braves,0.033229079688788805
159,starts,0.033229079688788805
160,dodgers,0.033229079688788805
161,defeats,0.033229079688788805
162,viewing,0.033229079688788805
163,statistics,0.033229079688788805
164,look,0.03315965539107107
165,180,0.032334399075734224
166,uncertainty,0.032334399075734224
167,mysteries,0.032334399075734224
168,waist,0.032334399075734224
169,gently,0.032334399075734224
170,span,0.032334399075734224
171,homespun,0.032334399075734224
172,folks,0.032334399075734224
173,carried,0.03165241624393957
174,impresario,0.03154523484642977
175,lou,0.03154523484642977
176,siege,0.03154523484642977
177,pretended,0.03154523484642977
178,derided,0.03154523484642977
179,compound,0.03154523484642977
180,world,0.03141086339340975
181,year,0.03132427007875067
182,back,0.03132162184177056
183,all,0.031237955648035526
184,basketball,0.03083930338800822
185,jim,0.03083930338800822
186,totaled,0.03083930338800822
187,78,0.03083930338800822
188,defiance,0.030200710706379773
189,borders,0.030200710706379773
190,sergeant,0.030200710706379773
191,flowing,0.030200710706379773
192,controlling,0.02961772126413899
193,cavalry,0.02961772126413899
194,wheelchair,0.02961772126413899
195,candy,0.02961772126413899
196,people,0.02923256293341374
197,segregation,0.029081422964807424
198,municipal,0.029081422964807424
199,exceptional,0.029081422964807424
200,july,0.02906744851647741
201,perhaps,0.02883439388077394
202,rogers,0.028584888294902792
203,dizzy,0.028584888294902792
204,stomach,0.028584888294902792
205,senators,0.028584888294902792
206,formula,0.028584888294902792
207,don,0.02849223987725023
208,something,0.028380102789509906
209,reviewing,0.028122625576412985
210,phenomenal,0.028122625576412985
211,stuck,0.028122625576412985
212,ala,0.027690207681848215
213,heroes,0.027690207681848215
214,enjoying,0.027690207681848215
215,42,0.027690207681848215
216,teams,0.027690207681848215
217,relied,0.027284013507228574
218,signing,0.027284013507228574
219,illegal,0.027284013507228574
220,flamboyant,0.027284013507228574
221,stadium,0.027284013507228574
222,nickname,0.026901043452543766
223,disputes,0.026901043452543766
224,never,0.02679808461352236
225,mustache,0.026538784857605958
226,imposing,0.026538784857605958
227,cool,0.026538784857605958
228,championship,0.026538784857605958
229,athletic,0.026538784857605958
230,card,0.026538784857605958
231,stronger,0.026538784857605958
232,guide,0.026538784857605958
233,mystery,0.026538784857605958
234,full,0.026219060620749107
235,shoulders,0.026195111994122208
236,ceremonies,0.026195111994122208
237,specific,0.026195111994122208
238,maybe,0.026195111994122208
239,series,0.02603032082758987
240,might,0.02593693854177146
241,see,0.0257521038349828
242,lean,0.02555651931249376
243,55,0.02555651931249376
244,nurse,0.02555651931249376
245,phenomenon,0.02555651931249376
246,legs,0.02555651931249376
247,exact,0.02555651931249376
248,mo,0.02555651931249376
249,alabama,0.02555651931249376
250,taylor,0.02555651931249376
251,around,0.025389911414057897
252,folk,0.02525868575136211
253,careers,0.02525868575136211
254,detroit,0.02525868575136211
255,each,0.02512455019253217
256,angry,0.024973529870252982
257,clubs,0.024973529870252982
258,harlem,0.024973529870252982
259,no,0.024833729576324855
260,revival,0.024700016306396202
261,bible,0.024700016306396202
262,oldest,0.024700016306396202
263,invented,0.024700016306396202
264,up,0.02462686199728818
265,about,0.024490123676233825
266,celebrity,0.02443723157092141
267,route,0.02443723157092141
268,white,0.02427614641500892
269,joe,0.024184365640948526
270,drawing,0.024184365640948526
271,exhibition,0.024184365640948526
272,they,0.02415229293942881
273,six,0.024112726050800996
274,continuing,0.02394069690101678
275,fired,0.02394069690101678
276,players,0.02394069690101678
277,became,0.023886057846185745
278,10,0.02379174534444518
279,legend,0.02370557972815899
280,lie,0.02370557972815899
281,pounds,0.023478434182526976
282,mean,0.023478434182526976
283,thoughts,0.023478434182526976
284,fans,0.023478434182526976
285,average,0.023258737389071703
286,me,0.02309647278862435
287,pages,0.023046016287962205
288,philosopher,0.023046016287962205
289,dean,0.023046016287962205
290,nobody,0.022839841500898527
291,75,0.022839841500898527
292,wit,0.022839841500898527
293,advised,0.022839841500898527
294,railroad,0.022839841500898527
295,reform,0.022839841500898527
296,quit,0.022839841500898527
297,carefully,0.02263982211334256
298,selected,0.02263982211334256
299,agreement,0.022445601213290773
300,45,0.022445601213290773
301,forever,0.022445601213290773
302,reflected,0.02225685205865775
303,theme,0.02225685205865775
304,now,0.022222229976443835
305,estimated,0.021894593463719948
306,rank,0.021894593463719948
307,color,0.02172055375932618
308,page,0.02172055375932618
309,threw,0.02172055375932618
