,term,score
765,battered,1
766,harry,1
767,grateful,1
768,motor,1
769,harvard,1
770,harvest,1
771,fledged,1
772,motion,1
773,title,1
774,far,1
775,sleeping,1
776,sleep,1
777,celebrated,1
778,spin,1
779,nicola,1
780,celery,1
781,tobacco,1
782,movie,1
783,because,1
784,became,1
785,speeches,1
786,multitude,1
787,thyrsis,1
788,favorite,1
789,multiform,1
790,persons,1
791,church,1
792,harden,1
793,blaze,1
794,much,1
795,great,1
796,gray,1
797,passage,1
798,spent,1
799,pet,1
800,cinderella,1
801,movies,1
802,fasting,1
803,flaubert,1
804,graphic,1
805,partisan,1
806,greek,1
807,fairbanks,1
808,clergymen,1
809,failed,1
810,six,1
811,health,1
812,faddist,1
813,months,1
814,flivver,1
815,factors,1
816,factories,1
817,blue,1
818,banned,1
819,grammar,1
820,fact,1
821,faced,1
822,picture,1
823,graft,1
824,nobel,1
825,close,1
826,singing,1
827,balzac,1
828,baltimore,1
829,fair,1
830,physicist,1
831,spirit,1
832,caustic,1
833,toiled,1
834,spirited,1
835,told,1
836,hats,1
837,bartolomeo,1
838,spiritualism,1
839,classes,1
840,classic,1
841,spirituous,1
842,slackened,1
843,tammany,1
844,moreover,1
845,photographed,1
846,tonight,1
847,granddaughter,1
848,cleanup,1
849,took,1
850,phrase,1
851,haywood,1
852,morality,1
853,moralist,1
854,favors,1
855,thus,1
856,eyes,1
857,sour,1
858,bernarr,1
859,bernard,1
860,chapters,1
861,theater,1
862,chapman,1
863,finest,1
864,bill,1
865,theme,1
866,feted,1
867,peace,1
868,payroll,1
869,sold,1
870,name,1
871,soviet,1
872,naivete,1
873,sovietize,1
874,benign,1
875,fire,1
876,soft,1
877,sofa,1
878,temperate,1
879,character,1
880,bertrand,1
881,chiefly,1
882,somerset,1
883,charles,1
884,finally,1
885,nearly,1
886,sought,1
887,soul,1
888,tennis,1
889,charges,1
890,better,1
891,fifties,1
892,find,1
893,characters,1
894,nationalization,1
895,best,1
896,pen,1
897,gurley,1
898,sometimes,1
899,guru,1
900,national,1
901,nation,1
902,findings,1
903,beset,1
904,temperance,1
905,grossly,1
906,christmas,1
907,periodical,1
908,fell,1
909,thousands,1
910,belabored,1
911,being,1
912,specified,1
913,threatened,1
914,three,1
915,behind,1
916,muses,1
917,beginning,1
918,spectacles,1
919,tea,1
920,fecundity,1
921,february,1
922,centering,1
923,newspaper,1
924,beef,1
925,feat,1
926,speech,1
927,thunder,1
928,become,1
929,tears,1
930,paterson,1
931,tellingly,1
932,periodic,1
933,childish,1
934,tell,1
935,children,1
936,half,1
937,paul,1
938,socialists,1
939,telepathy,1
940,bird,1
941,belonged,1
942,firsthand,1
943,birthday,1
944,thirties,1
945,teeth,1
946,netherlands,1
947,must,1
948,musset,1
949,bitterly,1
950,believer,1
951,patient,1
952,beliefs,1
953,belief,1
954,noble,1
955,clothing,1
956,arson,1
957,poisoned,1
958,astonishment,1
959,go,1
960,every,1
961,carlo,1
962,nov,1
963,born,1
964,middling,1
965,events,1
966,honest,1
967,midas,1
968,she,1
969,shaw,1
970,mich,1
971,political,1
972,assiduous,1
973,sweatshop,1
974,mexico,1
975,politicians,1
976,assessment,1
977,borrowed,1
978,palisades,1
979,everything,1
980,might,1
981,complex,1
982,nothing,1
983,attacked,1
984,commission,1
985,hold,1
986,examine,1
987,commit,1
988,atomic,1
989,holiday,1
990,poet,1
991,st,1
992,commonwealth,1
993,communal,1
994,poetry,1
995,mild,1
996,poets,1
997,carry,1
998,mike,1
999,gold,1
1000,going,1
1001,communism,1
1002,norwegian,1
1003,foot,1
1004,completing,1
1005,hope,1
1006,attained,1
1007,established,1
1008,bound,1
1009,nursing,1
1010,population,1
1011,pages,1
1012,nutritional,1
1013,essence,1
1014,concern,1
1015,concerned,1
1016,page,1
1017,concerns,1
1018,filthy,1
1019,port,1
1020,articles,1
1021,form,1
1022,mentioned,1
1023,esperanto,1
1024,suspended,1
1025,formal,1
1026,starting,1
1027,give,1
1028,concluded,1
1029,mercury,1
1030,bought,1
1031,november,1
1032,sexual,1
1033,tycoon,1
1034,now,1
1035,career,1
1036,ethical,1
1037,shamed,1
1038,care,1
1039,both,1
1040,bothered,1
1041,message,1
1042,shakespeare,1
1043,poor,1
1044,estimated,1
1045,standards,1
1046,numberless,1
1047,merriam,1
1048,merits,1
1049,hostile,1
1050,numbers,1
1051,shack,1
1052,popularity,1
1053,unabashed,1
1054,milk,1
1055,commercial,1
1056,sponsor,1
1057,governor,1
1058,exposed,1
1059,expose,1
1060,transformations,1
1061,bohemian,1
1062,coffee,1
1063,here,1
1064,exploitation,1
1065,explanation,1
1066,springtime,1
1067,explaining,1
1068,herron,1
1069,placid,1
1070,shy,1
1071,experiment,1
1072,traveled,1
1073,awesome,1
1074,away,1
1075,travers,1
1076,expense,1
1077,award,1
1078,flynn,1
1079,body,1
1080,exposition,1
1081,shunned,1
1082,moderate,1
1083,graduated,1
1084,sinclairs,1
1085,taking,1
1086,gradually,1
1087,grades,1
1088,grade,1
1089,simultaneously,1
1090,clue,1
1091,moment,1
1092,trade,1
1093,co,1
1094,held,1
1095,gracious,1
1096,tragedies,1
1097,parnassian,1
1098,silkworkers,1
1099,silken,1
1100,governorship,1
1101,extensive,1
1102,helping,1
1103,transcribing,1
1104,mississippian,1
1105,mission,1
1106,attending,1
1107,mining,1
1108,short,1
1109,minimal,1
1110,executed,1
1111,come,1
1112,historians,1
1113,historical,1
1114,history,1
1115,hit,1
1116,troubles,1
1117,hitlerism,1
1118,minded,1
1119,plots,1
1120,true,1
1121,shock,1
1122,exchange,1
1123,milton,1
1124,attracted,1
1125,followed,1
1126,trust,1
1127,paper,1
1128,attention,1
1129,gone,1
1130,combinations,1
1131,goose,1
1132,austere,1
1133,plants,1
1134,tremendous,1
1135,spurring,1
1136,platform,1
1137,tresca,1
1138,play,1
1139,played,1
1140,mired,1
1141,exhilarating,1
1142,colorado,1
1143,paradoxically,1
1144,cash,1
1145,colored,1
1146,exhausted,1
1147,should,1
1148,parade,1
1149,columnist,1
1150,trip,1
1151,exercise,1
1152,triumphant,1
1153,triumphantly,1
1154,drink,1
1155,german,1
1156,decided,1
1157,distinction,1
1158,liquors,1
1159,lights,1
1160,dismissal,1
1161,done,1
1162,1961,1
1163,diana,1
1164,rise,1
1165,judge,1
1166,1878,1
1167,defeat,1
1168,law,1
1169,dismissed,1
1170,rehabilitated,1
1171,abbott,1
1172,leonard,1
1173,renegade,1
1174,kemp,1
1175,rebel,1
1176,accent,1
1177,direct,1
1178,jokes,1
1179,distinguished,1
1180,drank,1
1181,abroad,1
1182,republican,1
1183,rocky,1
1184,200,1
1185,reissued,1
1186,repaired,1
1187,yarn,1
1188,doubleday,1
1189,1960,1
1190,do,1
1191,irrelevant,1
1192,1943,1
1193,disappointed,1
1194,absolutely,1
1195,wrongs,1
1196,retiring,1
1197,regard,1
1198,accused,1
1199,you,1
1200,investigation,1
1201,regarded,1
1202,1949,1
1203,depended,1
1204,don,1
1205,west,1
1206,repeat,1
1207,learned,1
1208,rice,1
1209,word,1
1210,robbery,1
1211,descriptions,1
1212,ways,1
1213,legendary,1
1214,relief,1
1215,down,1
1216,debut,1
1217,written,1
1218,rich,1
1219,realist,1
1220,364,1
1221,20,1
1222,jack,1
1223,reflects,1
1224,dazzling,1
1225,revolutionary,1
1226,women,1
1227,issued,1
1228,wrapping,1
1229,dragon,1
1230,abolition,1
1231,issues,1
1232,distributed,1
1233,win,1
1234,whisky,1
1235,john,1
1236,lithuanian,1
1237,14th,1
1238,resign,1
1239,reed,1
1240,kimbrough,1
1241,yearly,1
1242,italian,1
1243,reprint,1
1244,documentary,1
1245,documentation,1
1246,accident,1
1247,wilshire,1
1248,radicals,1
1249,radio,1
1250,district,1
1251,ridden,1
1252,acclaimed,1
1253,documented,1
1254,result,1
1255,devoted,1
1256,recounted,1
1257,willis,1
1258,recounting,1
1259,week,1
1260,invited,1
1261,distortion,1
1262,zealous,1
1263,destroyed,1
1264,windsor,1
1265,lasting,1
1266,largely,1
1267,lived,1
1268,rejected,1
1269,live,1
1270,lasted,1
1271,referring,1
1272,joined,1
1273,weekly,1
1274,well,1
1275,woman,1
1276,iron,1
1277,join,1
1278,rolled,1
1279,accomplishment,1
1280,60,1
1281,reference,1
1282,roll,1
1283,daudet,1
1284,kindest,1
1285,last,1
1286,30,1
1287,wasteful,1
1288,witness,1
1289,writings,1
1290,dr,1
1291,recently,1
1292,1913,1
1293,wet,1
1294,redeemed,1
1295,wisest,1
1296,didn,1
1297,warfield,1
1298,1904,1
1299,1930,1
1300,436,1
1301,journalist,1
1302,reformer,1
1303,1901,1
1304,receiving,1
1305,douglas,1
1306,1933,1
1307,returning,1
1308,discontinued,1
1309,dates,1
1310,1920,1
1311,left,1
1312,weapon,1
1313,1912,1
1314,1911,1
1315,dreiser,1
1316,1922,1
1317,reader,1
1318,japan,1
1319,lee,1
1320,worlds,1
1321,1923,1
1322,yet,1
1323,achievements,1
1324,research,1
1325,working,1
1326,100,1
1327,language,1
1328,wealth,1
1329,1926,1
1330,zola,1
1331,1905,1
1332,knight,1
1333,languages,1
1334,lied,1
1335,just,1
1336,dauntless,1
1337,worked,1
1338,70,1
1339,disillusion,1
1340,defects,1
1341,right,1
1342,wielded,1
1343,remarkable,1
1344,within,1
1345,wherever,1
1346,declared,1
1347,1918,1
1348,discovered,1
1349,desk,1
1350,lippmann,1
1351,remedy,1
1352,1919,1
1353,879,1
1354,1939,1
1355,labor,1
1356,readmitted,1
1357,1937,1
1358,remember,1
1359,digestive,1
1360,raising,1
1361,why,1
1362,dictation,1
1363,rockefeller,1
1364,remarked,1
1365,demanding,1
1366,lifetime,1
